ano_campeonato,mes,dia,week_day,rodada,estadio,arbitro,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
2012,7,1,0,7,Allianz Parque,Franscisco Carlos do Nascimento,Palmeiras,Figueirense FC,Luiz Felipe Scolari,Argel Fucks,19,12,13700000,5450000,26.3,28.3,3,1,1,1,8,6,11,13,13,10,1,6,1,1,24,10,10,3
2012,8,15,3,17,Allianz Parque,Celio Amorim,Palmeiras,Flamengo,Luiz Felipe Scolari,Dorival Júnior,17,8,16050000,19950000,26.9,25.7,1,0,1,0,4,2,15,17,17,15,4,4,5,1,12,10,4,5
2012,8,25,6,19,Allianz Parque,Guilherme Ceretta de Lima,Palmeiras,Santos FC,Luiz Felipe Scolari,Muricy Ramalho,16,11,14700000,74200000,26.7,24.9,1,2,1,1,0,6,12,11,10,12,4,3,0,0,12,23,3,13
2012,11,4,0,34,Allianz Parque,Elmo Alves Resende Cunha,Palmeiras,Botafogo,Gilson Kleina,Oswaldo de Oliveira,18,6,18400000,12050000,26.2,25.5,2,2,1,1,4,2,17,13,13,17,3,5,2,0,17,12,7,5
2012,11,25,0,37,Allianz Parque,Márcio Chagas da Silva,Palmeiras,Atlético-GO,Gilson Kleina,Jairo,18,20,4900000,3400000,23.8,25.6,1,2,1,1,7,6,16,15,13,16,3,6,0,0,20,19,3,8
2012,6,6,3,3,Estádio Urbano Caldeira,Jailson Macedo Freitas,Santos FC,Fluminense,Muricy Ramalho,Abel Braga,12,6,19650000,19400000,29.3,25.5,1,1,1,1,2,8,5,13,10,5,6,4,2,0,14,20,4,5
2012,6,24,0,6,Estádio Urbano Caldeira,Péricles Bassols Pegado Cortez,Santos FC,Coritiba FC,Muricy Ramalho,Marcelo Oliveira,17,11,54050000,6100000,27.9,26.6,2,2,1,0,4,4,15,13,12,15,3,5,1,0,20,13,7,8
2012,7,29,0,13,Estádio Urbano Caldeira,Paulo César de Oliveira,Santos FC,Ponte Preta,Muricy Ramalho,Gilson Kleina,17,9,16750000,3650000,26.7,26.2,2,1,1,0,10,3,22,14,12,21,1,7,3,1,17,10,9,3
2012,8,19,0,18,Estádio Urbano Caldeira,Flávio Rodrigues Guerra,Santos FC,Corinthians,Muricy Ramalho,Tite,12,10,73350000,24800000,25.5,26.9,3,2,1,1,5,6,8,19,19,8,2,8,3,0,15,14,3,7
2012,8,29,3,20,Estádio Urbano Caldeira,Marcelo de Lima Henrique,Santos FC,EC Bahia,Muricy Ramalho,Jorginho,10,16,74200000,4300000,24.9,27.1,1,3,1,0,7,6,14,12,12,13,5,4,2,2,16,23,8,9
2012,10,6,6,28,Estádio Urbano Caldeira,Péricles Bassols Pegado Cortez,Santos FC,Internacional,Muricy Ramalho,Fernandão,11,6,26250000,14900000,25.4,27.8,1,1,1,0,5,5,22,15,13,18,1,4,1,3,10,6,4,3
2012,10,14,0,30,Estádio Urbano Caldeira,Wilton Sampaio,Santos FC,Vasco da Gama,Muricy Ramalho,Marcelo Oliveira,10,4,24400000,12250000,27.1,28.5,2,0,1,0,10,5,23,14,12,23,3,4,1,6,14,5,6,0
2012,11,17,6,36,Estádio Urbano Caldeira,Claudio Francisco Lima e Silva,Santos FC,Figueirense FC,Muricy Ramalho,Fernando Gil,10,19,65750000,1700000,25,23,2,0,1,0,7,8,16,20,19,16,3,4,2,0,14,17,3,6
2012,5,27,0,2,Estádio Jornalista Mário Filho,Nielson Nogueira Dias,Fluminense,Figueirense FC,Abel Braga,Argel Fucks,6,4,23300000,6000000,25.4,26.3,2,2,1,0,3,4,21,22,22,20,1,1,2,0,9,11,5,6
2012,6,16,6,5,Estádio Jornalista Mário Filho,Dewson Fernando Freitas da Silva,Fluminense,Portuguesa,Abel Braga,Geninho,9,12,22400000,3950000,26.7,26.9,4,1,1,0,5,9,17,22,22,17,5,2,0,1,8,22,5,7
2012,7,8,0,8,Estádio Jornalista Mário Filho,Wagner do Nascimento Magalhães,Fluminense,Flamengo,Abel Braga,Joel Santana,3,8,30750000,20400000,27.8,26,1,0,1,0,3,10,15,11,11,14,5,1,0,0,13,24,7,10
2012,8,9,4,15,Estádio Jornalista Mário Filho,Héber Lopes,Fluminense,São Paulo,Abel Braga,Ney Franco,3,6,30650000,31000000,27.1,26,2,1,1,1,9,1,12,19,18,10,0,8,1,1,23,8,10,5
2012,10,25,4,33,Estádio Jornalista Mário Filho,André Luiz de Freitas Castro,Fluminense,Coritiba FC,Abel Braga,Marquinhos Santos,1,11,30600000,4200000,27.5,26.8,2,1,1,0,6,6,10,12,12,10,3,2,2,1,12,15,6,8
2012,7,29,0,13,Estádio Doutor Osvaldo Texeira Duarte,Marcelo de Lima Henrique,Portuguesa,Náutico,Geninho,Alexandre Gallo,18,13,4250000,4200000,29.3,27.4,3,1,1,1,9,10,9,11,10,8,2,7,2,0,17,15,6,9
2012,8,12,0,16,Estádio Doutor Osvaldo Texeira Duarte,Héber Lopes,Portuguesa,Botafogo,Geninho,Oswaldo de Oliveira,12,7,4250000,17000000,29.5,27.7,1,1,1,1,0,8,18,22,21,17,4,3,3,3,10,18,3,7
2012,9,5,3,22,Estádio Doutor Osvaldo Texeira Duarte,Fabrício Neves Corrêa,Portuguesa,Coritiba FC,Geninho,Marcelo Oliveira,14,16,4600000,4500000,28.8,26.8,3,0,1,0,7,1,7,12,11,7,2,1,3,0,19,13,9,7
2012,10,4,4,28,Estádio Doutor Osvaldo Texeira Duarte,Ricardo Marques Ribeiro,Portuguesa,Sport Recife,Geninho,Waldemar Lemos,15,17,4450000,3900000,28.8,27.9,5,1,1,1,6,5,15,10,10,14,1,6,1,3,21,15,8,8
2012,10,13,6,30,Estádio Doutor Osvaldo Texeira Duarte,Rodrigo Braghetto,Portuguesa,Corinthians,Geninho,Tite,13,7,3850000,16650000,29.7,27.2,1,1,1,1,3,5,20,19,18,20,6,3,5,0,10,14,4,5
2012,6,10,0,4,Estádio Cícero Pompeu de Toledo,Flávio Rodrigues Guerra,São Paulo,Santos FC,Emerson Leão,Muricy Ramalho,13,11,46500000,13450000,24.5,27.4,1,0,1,0,3,5,15,9,9,15,4,0,0,0,7,16,2,6
2012,6,17,0,5,Estádio Cícero Pompeu de Toledo,Elmo Alves Resende Cunha,São Paulo,Atlético-MG,Emerson Leão,Cuca,10,2,52000000,22500000,25.5,27.2,1,0,1,0,3,7,20,13,10,20,7,1,2,1,12,16,5,6
2012,8,12,0,16,Estádio Cícero Pompeu de Toledo,Elmo Alves Resende Cunha,São Paulo,Grêmio,Ney Franco,Vanderlei Luxemburgo,6,4,34500000,16900000,25.9,27.8,1,2,1,0,7,3,14,12,11,12,4,3,0,1,14,9,3,4
2012,8,30,4,20,Estádio Cícero Pompeu de Toledo,Jean Pierre Goncalves Lima,São Paulo,Botafogo,Ney Franco,Oswaldo de Oliveira,6,8,68050000,14300000,27.3,26.8,4,0,1,0,7,3,15,10,10,15,3,8,0,4,18,10,4,4
2012,9,5,3,22,Estádio Cícero Pompeu de Toledo,Ricardo Marques Ribeiro,São Paulo,Internacional,Ney Franco,Fernandão,6,5,34800000,15350000,27.8,27.4,1,1,1,1,8,3,18,16,16,17,2,5,1,2,18,8,8,2
2012,9,15,6,25,Estádio Cícero Pompeu de Toledo,Paulo César de Oliveira,São Paulo,Portuguesa,Ney Franco,Geninho,7,13,72500000,4400000,26.6,29.2,3,1,1,1,6,3,11,12,12,11,1,4,1,4,10,10,3,7
2012,6,7,4,3,Estádio Municipal Paulo Machado de Carvalho,André Luiz de Freitas Castro,Corinthians,Figueirense FC,Tite,Argel Fucks,19,5,24400000,5500000,28.9,25.8,1,1,1,0,7,2,12,17,15,11,0,9,2,4,32,6,13,2
2012,6,24,0,6,Estádio Municipal Paulo Machado de Carvalho,Luiz Flávio de Oliveira,Corinthians,Palmeiras,Tite,Luiz Felipe Scolari,20,18,11650000,15800000,25.1,26.3,2,1,1,1,4,5,14,15,14,14,4,3,1,4,18,8,7,1
2012,7,14,6,9,Estádio Municipal Paulo Machado de Carvalho,Wagner Reway,Corinthians,Náutico,Tite,Alexandre Gallo,19,11,23100000,3450000,27.7,29,2,1,1,1,11,5,12,16,14,10,3,4,3,1,16,8,7,2
2012,7,25,3,12,Estádio Municipal Paulo Machado de Carvalho,Leandro Pedro Vuaden,Corinthians,Cruzeiro,Tite,Celso Roth,12,5,20500000,18900000,28.8,28.6,2,0,1,0,4,3,21,16,15,21,2,3,2,2,24,8,9,4
2012,8,26,0,19,Estádio Municipal Paulo Machado de Carvalho,Wilson Luiz Seneme,Corinthians,São Paulo,Tite,Ney Franco,10,6,22150000,66550000,28.9,27.1,1,2,1,1,4,3,12,12,11,12,1,3,2,0,14,7,4,2
2012,10,20,6,32,Estádio Municipal Paulo Machado de Carvalho,Wilton Sampaio,Corinthians,EC Bahia,Tite,Jorginho,8,16,17950000,4150000,25.4,27.6,1,1,1,1,11,4,14,14,14,11,1,6,2,1,22,6,7,2
2012,5,27,0,2,Estádio Major Antônio Couto Pereira,Wilson Luiz Seneme,Coritiba FC,Botafogo,Marcelo Oliveira,Oswaldo de Oliveira,20,1,5650000,9800000,26,25,2,3,1,2,3,7,14,15,12,13,3,3,1,1,14,24,6,14
2012,6,17,0,5,Estádio Major Antônio Couto Pereira,Nielson Nogueira Dias,Coritiba FC,Atlético-GO,Marcelo Oliveira,Hélio dos Anjos,16,18,5000000,4450000,28.2,28.8,3,0,1,0,6,8,9,13,9,9,3,5,3,2,21,16,6,7
2012,8,12,0,16,Estádio Major Antônio Couto Pereira,Leandro Pedro Vuaden,Coritiba FC,Corinthians,Marcelo Oliveira,Tite,15,11,5050000,22400000,26.7,28.5,1,2,1,0,10,2,10,11,11,10,1,7,2,3,22,8,11,3
2012,9,8,6,23,Estádio Major Antônio Couto Pereira,Sandro Ricci,Coritiba FC,Flamengo,Marquinhos Santos,Dorival Júnior,16,10,4150000,20900000,26.9,25,3,0,1,0,8,5,10,17,15,10,6,3,2,4,17,17,4,8
2012,9,16,0,25,Estádio Major Antônio Couto Pereira,Ronan Marques da Rosa,Coritiba FC,Santos FC,Marquinhos Santos,Muricy Ramalho,15,11,4500000,56850000,27.3,24.6,1,2,1,0,3,8,11,7,7,11,6,3,3,2,13,19,6,9
2012,10,4,4,28,Estádio Major Antônio Couto Pereira,Márcio Chagas da Silva,Coritiba FC,Ponte Preta,Marquinhos Santos,Guto Ferreira,16,12,3900000,3700000,26.9,26.5,1,0,1,0,12,1,15,6,6,15,3,9,2,0,26,10,12,4
2012,10,14,0,30,Estádio Major Antônio Couto Pereira,Wagner do Nascimento Magalhães,Coritiba FC,EC Bahia,Marquinhos Santos,Jorginho,15,14,3950000,3650000,26.8,26.9,2,1,1,1,6,3,16,14,13,16,5,5,0,1,13,14,1,6
2012,11,4,0,34,Estádio Major Antônio Couto Pereira,Wagner Reway,Coritiba FC,Atlético-MG,Marquinhos Santos,Cuca,12,2,4200000,21650000,26.8,27.5,1,0,1,0,2,8,15,11,10,15,4,2,2,0,10,14,3,3
2012,11,17,6,36,Estádio Major Antônio Couto Pereira,Paulo César de Oliveira,Coritiba FC,Vasco da Gama,Marquinhos Santos,Gaúcho,14,8,3850000,9600000,26.7,25.4,1,2,1,1,12,7,13,13,12,12,6,5,1,1,23,9,10,2
2012,6,6,3,3,Estádio Moisés Lucarelli,Wagner Reway,Ponte Preta,Flamengo,Gilson Kleina,Joel Santana,15,9,2850000,20900000,27.1,27.8,2,2,1,1,7,5,12,17,16,12,3,4,1,1,15,13,7,5
2012,6,17,0,5,Estádio Moisés Lucarelli,Wilson Luiz Seneme,Ponte Preta,Corinthians,Gilson Kleina,Tite,14,20,2800000,10700000,27.1,24.1,1,0,1,0,8,7,15,15,14,14,2,4,6,0,23,12,13,4
2012,7,8,0,8,Estádio Moisés Lucarelli,Marcelo Aparecido Ribeiro de Souza,Ponte Preta,Palmeiras,Gilson Kleina,Luiz Felipe Scolari,10,17,2350000,7800000,26.2,23.7,1,0,1,0,4,3,13,12,12,13,1,4,3,0,16,5,10,2
2012,7,14,6,9,Estádio Moisés Lucarelli,Elmo Alves Resende Cunha,Ponte Preta,Coritiba FC,Gilson Kleina,Marcelo Oliveira,9,16,2300000,5300000,25.9,26.5,4,1,1,1,15,2,20,12,12,19,2,2,3,1,20,13,11,7
2012,7,25,3,12,Estádio Moisés Lucarelli,Héber Lopes,Ponte Preta,Sport Recife,Gilson Kleina,Vágner Mancini,9,13,2250000,4150000,25.6,27.7,1,1,1,1,3,3,27,15,15,24,1,3,0,3,10,11,4,4
2012,8,25,6,19,Estádio Moisés Lucarelli,Luiz Flávio de Oliveira,Ponte Preta,Portuguesa,Gilson Kleina,Geninho,14,13,3850000,4100000,27.1,28.6,2,1,1,1,7,2,8,14,13,7,2,5,5,1,16,7,3,1
2012,9,8,6,23,Estádio Moisés Lucarelli,Péricles Bassols Pegado Cortez,Ponte Preta,Figueirense FC,Gilson Kleina,Márcio Goiano,9,19,3650000,4400000,26.8,26.5,2,2,1,2,10,2,15,7,6,14,1,6,0,0,27,8,8,3
2012,10,21,0,32,Estádio Moisés Lucarelli,Guilherme Ceretta de Lima,Ponte Preta,Santos FC,Guto Ferreira,Muricy Ramalho,14,10,3700000,64500000,25.7,25.5,1,0,1,0,12,4,19,21,20,18,2,6,3,5,19,7,7,3
