ano_campeonato,mes,dia,week_day,rodada,estadio,arbitro,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
2008,6,14,6,6,Estádio Eládio de Barros Carvalho,Sergio da Silva Carvalho,Náutico,Vasco da Gama,Leandro Machado,Antônio Lopes,3,7,5300000,7300000,26.9,25.3,1,1,0,0,2,7,17,17,15,17,4,0,0,0,8,12,6,6
2008,6,22,0,7,Estádio Eládio de Barros Carvalho,Celio Amorim,Náutico,Atlético-MG,Leandro Machado,Alexandre Gallo,4,7,8050000,13550000,27,25.6,2,1,1,0,6,6,17,21,21,15,3,1,2,1,14,15,7,9
2008,7,20,0,13,Estádio Eládio de Barros Carvalho,Rodrigo Martins Cintra,Náutico,Internacional,Leandro Machado,Tite,10,8,7200000,13300000,26,25.6,1,1,0,0,6,4,14,17,14,13,3,3,2,3,17,8,7,4
2008,8,10,0,19,Estádio Eládio de Barros Carvalho,Luís Antônio Silva Santos,Náutico,Santos FC,Roberto Fernandes,Cuca,17,18,7600000,13550000,27.5,24.2,1,0,0,0,9,2,11,22,19,9,2,4,1,1,16,11,5,5
2008,8,24,0,22,Estádio Eládio de Barros Carvalho,Wagner Tardelli Azevedo,Náutico,Grêmio,Roberto Fernandes,Celso Roth,18,1,5900000,20300000,27.9,24.8,1,1,0,0,3,3,17,17,17,15,2,2,1,4,17,6,11,2
2008,9,6,6,24,Estádio Eládio de Barros Carvalho,Elmo Alves Resende Cunha,Náutico,Ipatinga FC,Roberto Fernandes,Márcio Bittencourt,18,20,5550000,4550000,28.3,25.6,2,0,0,0,1,6,18,14,13,17,2,1,1,1,9,11,4,6
2008,9,28,0,27,Estádio Eládio de Barros Carvalho,Leandro Pedro Vuaden,Náutico,Palmeiras,Roberto Fernandes,Vanderlei Luxemburgo,14,2,5500000,22550000,29.1,27.2,0,0,0,0,6,2,21,18,17,21,1,2,1,3,14,15,5,6
2008,10,25,6,31,Estádio Eládio de Barros Carvalho,Elmo Alves Resende Cunha,Náutico,Portuguesa,Roberto Fernandes,Vágner Benazzi,16,17,6200000,6400000,27.7,27.6,1,1,1,0,2,11,16,15,15,16,4,4,0,3,17,16,10,5
2008,5,18,0,2,Estádio do Governo do Estado de Goiás,Héber Lopes,Goiás EC,Atlético-MG,Vadão,Marcelo Oliveira,13,11,8200000,12950000,27.1,26.2,1,1,0,0,3,4,19,14,13,18,0,4,0,2,14,6,8,3
2008,5,25,0,3,Estádio do Governo do Estado de Goiás,Jailson Macedo Freitas,Goiás EC,Ipatinga FC,Vadão,Giba,14,20,8500000,3150000,27.7,24.5,1,1,1,0,6,11,11,20,20,11,2,5,1,3,20,12,11,4
2008,7,6,0,9,Estádio do Governo do Estado de Goiás,Celio Amorim,Goiás EC,Fluminense,Vadão,Renato Gaúcho,18,20,6850000,33650000,29.2,25.9,1,0,1,0,5,10,12,17,17,12,2,2,1,3,12,18,5,6
2008,7,12,6,11,Estádio do Governo do Estado de Goiás,Wilton Sampaio,Goiás EC,Coritiba FC,Vadão,Dorival Júnior,17,10,6850000,6200000,28.2,24.2,2,2,0,0,3,4,15,13,12,15,0,4,1,3,12,11,4,3
2008,8,2,6,17,Estádio do Governo do Estado de Goiás,Wagner Tardelli Azevedo,Goiás EC,Portuguesa,Vadão,Vágner Benazzi,18,13,5450000,11200000,27.9,27.7,4,0,1,0,5,4,12,12,12,11,0,5,1,2,18,5,4,3
2008,8,6,3,18,Estádio do Governo do Estado de Goiás,Rodrigo Martins Cintra,Goiás EC,Flamengo,Vadão,Caio Júnior,13,6,7100000,27150000,28.5,26.6,2,1,0,0,3,4,15,17,16,15,0,4,6,1,14,4,3,4
2008,8,17,0,20,Estádio do Governo do Estado de Goiás,Carlos Simon,Goiás EC,Náutico,Vadão,Roberto Fernandes,13,15,7950000,7350000,28.9,27.4,3,0,1,0,9,6,15,21,21,14,2,2,1,1,17,10,9,3
2008,8,30,6,23,Estádio do Governo do Estado de Goiás,Gutemberg de Paula Fonseca,Goiás EC,Figueirense FC,Vadão,Paulo César Gusmão,13,12,6600000,8750000,28.7,25.3,2,0,1,0,10,4,13,18,18,13,7,7,8,1,17,13,9,1
2008,9,3,3,24,Estádio do Governo do Estado de Goiás,Wilson Souza de Mendonça,Goiás EC,Atlético-PR,Vadão,Mário Sérgio,10,16,6450000,8800000,27.2,24.5,4,0,3,0,6,4,14,19,18,13,0,5,1,3,12,3,5,3
2008,9,20,6,26,Estádio do Governo do Estado de Goiás,Leonardo Gaciba da Silva,Goiás EC,Santos FC,Vadão,Márcio Fernandes,10,13,6900000,14200000,28.4,28.3,4,1,3,0,4,3,17,14,13,17,1,5,3,0,15,6,5,5
2008,9,27,6,27,Estádio do Governo do Estado de Goiás,Marcelo de Lima Henrique,Goiás EC,EC Vitória,Vadão,Vágner Mancini,9,8,6600000,7100000,27.5,26.5,3,0,1,0,7,7,17,13,11,16,5,4,2,1,23,15,10,6
2008,11,2,0,33,Estádio do Governo do Estado de Goiás,Paulo César de Oliveira,Goiás EC,Cruzeiro,Hélio dos Anjos,Adilson Batista,9,3,9350000,28150000,27.8,24.8,3,0,3,0,8,6,13,11,9,13,0,2,0,1,17,17,8,7
2008,11,16,0,35,Estádio do Governo do Estado de Goiás,Paulo César de Oliveira,Goiás EC,Botafogo,Hélio dos Anjos,Ney Franco,9,8,9500000,14000000,29.5,26.8,3,1,2,0,5,4,14,13,12,11,2,7,2,1,27,8,5,5
2008,6,1,0,4,Allianz Parque,Giulliano Bozzano,Palmeiras,Atlético-PR,Vanderlei Luxemburgo,Roberto Fernandes,10,5,22200000,7750000,27.5,24.8,1,0,0,0,12,4,13,14,13,12,3,8,0,1,19,5,1,1
2008,6,29,0,8,Allianz Parque,Djalma José Beltrami Teixeira,Palmeiras,Náutico,Vanderlei Luxemburgo,Leandro Machado,5,4,30900000,7950000,27.3,26.3,2,0,1,0,10,1,7,6,6,7,2,5,0,1,23,5,7,1
2008,7,10,4,10,Allianz Parque,Héber Lopes,Palmeiras,Figueirense FC,Vanderlei Luxemburgo,Paulo César Gusmão,5,10,22050000,9250000,26,24.8,1,1,0,0,11,3,13,8,8,12,6,6,0,2,21,16,7,5
2008,7,30,3,16,Allianz Parque,Leonardo Gaciba da Silva,Palmeiras,Flamengo,Vanderlei Luxemburgo,Caio Júnior,6,2,24700000,28900000,26.8,26.6,1,0,0,0,0,10,12,12,12,12,3,3,0,1,7,13,2,9
2008,8,7,4,18,Allianz Parque,Marcelo de Lima Henrique,Palmeiras,EC Vitória,Vanderlei Luxemburgo,Vágner Mancini,3,5,27600000,8900000,26.6,26.4,3,0,1,0,7,2,14,16,16,14,2,9,1,2,19,8,4,3
2008,8,17,0,20,Allianz Parque,Sergio da Silva Carvalho,Palmeiras,Coritiba FC,Vanderlei Luxemburgo,Dorival Júnior,3,5,21000000,9800000,26.5,25.7,1,0,0,0,5,6,14,9,9,13,4,9,4,1,22,14,6,4
2008,8,24,0,22,Allianz Parque,Cleber Wellington Abade,Palmeiras,Portuguesa,Vanderlei Luxemburgo,Vágner Benazzi,4,17,21800000,6450000,27.1,27.2,4,2,4,0,5,2,14,17,15,13,2,3,1,0,16,14,10,8
2008,9,21,0,26,Allianz Parque,Evandro Rogerio Roman,Palmeiras,Vasco da Gama,Vanderlei Luxemburgo,Renato Gaúcho,2,17,24250000,8300000,26.9,25.3,2,0,1,0,3,3,17,14,11,15,2,4,1,1,14,16,8,8
2008,10,29,3,32,Allianz Parque,Wagner Tardelli Azevedo,Palmeiras,Goiás EC,Vanderlei Luxemburgo,Hélio dos Anjos,5,9,19700000,9450000,27.5,28.5,1,0,1,0,9,3,9,15,15,8,1,4,1,1,19,8,12,5
2008,11,9,0,34,Allianz Parque,Héber Lopes,Palmeiras,Grêmio,Vanderlei Luxemburgo,Celso Roth,2,3,19100000,15650000,28.2,25.4,0,1,0,0,3,5,24,17,17,24,3,2,4,2,8,10,1,3
2008,11,23,0,36,Allianz Parque,Arilson Bispo da Anunciação,Palmeiras,Ipatinga FC,Vanderlei Luxemburgo,Enderson Moreira,5,20,17000000,5450000,27.6,26.3,2,0,2,0,7,3,19,24,23,18,4,5,1,0,14,16,5,7
2008,12,7,0,38,Allianz Parque,Héber Lopes,Palmeiras,Botafogo,Vanderlei Luxemburgo,Ney Franco,3,9,20800000,10950000,26.2,26.7,0,1,0,0,10,7,11,20,20,11,1,3,3,1,22,11,15,7
2008,5,18,0,2,Estádio Urbano Caldeira,Evandro Rogerio Roman,Santos FC,Ipatinga FC,Emerson Leão,Giba,17,16,17150000,2800000,26.8,24.6,4,0,0,0,4,7,11,8,8,11,4,3,2,2,14,17,6,10
2008,6,1,0,4,Estádio Urbano Caldeira,Leonardo Gaciba da Silva,Santos FC,São Paulo,Márcio Fernandes,Muricy Ramalho,15,17,23300000,29100000,26.3,28.5,0,0,0,0,8,3,16,16,14,16,3,5,1,0,23,9,9,5
2008,7,20,0,13,Estádio Urbano Caldeira,Luiz Alberto Sardinha Bites,Santos FC,Sport Recife,Cuca,Nelsinho Baptista,19,13,19050000,8350000,26.4,28.8,1,0,1,0,9,4,16,14,13,16,1,2,3,2,12,4,4,0
2008,8,24,0,22,Estádio Urbano Caldeira,Leandro Pedro Vuaden,Santos FC,Cruzeiro,Márcio Fernandes,Adilson Batista,19,2,13050000,25250000,26.5,24.6,2,0,1,0,8,7,10,16,14,10,7,2,1,0,14,16,5,5
2008,9,3,3,24,Estádio Urbano Caldeira,Ricardo Marques Ribeiro,Santos FC,EC Vitória,Márcio Fernandes,Vágner Mancini,17,8,13050000,9700000,26.6,27,2,0,1,0,6,2,12,18,18,10,1,3,5,2,20,12,9,8
2008,9,14,0,25,Estádio Urbano Caldeira,Carlos Simon,Santos FC,Fluminense,Márcio Fernandes,Cuca,15,17,15100000,22300000,27.7,25,2,1,1,0,7,1,13,12,12,11,0,6,1,2,23,7,13,6
2008,9,28,0,27,Estádio Urbano Caldeira,Paulo César de Oliveira,Santos FC,Portuguesa,Márcio Fernandes,Vágner Benazzi,13,18,15900000,6600000,27.4,27.3,1,1,0,0,5,8,8,5,5,8,4,7,1,5,18,14,7,6
2008,10,4,6,28,Estádio Urbano Caldeira,Djalma José Beltrami Teixeira,Santos FC,Atlético-PR,Márcio Fernandes,Geninho,13,16,15100000,11100000,27.7,24.5,4,0,2,0,2,6,9,15,15,8,5,6,1,2,12,12,4,2
2008,10,25,6,31,Estádio Urbano Caldeira,Alício Pena Junior,Santos FC,Figueirense FC,Márcio Fernandes,Mário Sérgio,13,14,11350000,8100000,27.5,24.7,3,0,2,0,7,5,11,11,11,11,2,2,3,1,27,11,13,5
2008,11,16,0,35,Estádio Urbano Caldeira,Héber Lopes,Santos FC,Internacional,Márcio Fernandes,Tite,13,6,12450000,8150000,27.1,25.1,1,0,0,0,7,5,12,15,14,11,2,4,1,0,16,8,4,4
2008,12,7,0,38,Estádio Urbano Caldeira,Sergio da Silva Carvalho,Santos FC,Náutico,Márcio Fernandes,Roberto Fernandes,14,15,13250000,5400000,26.8,25.8,0,0,0,0,4,7,14,7,7,13,1,3,0,0,13,7,7,6
2008,5,18,0,2,Estádio Jornalista Mário Filho,Luiz Alberto Sardinha Bites,Fluminense,Náutico,Renato Gaúcho,Roberto Fernandes,12,5,8350000,5300000,21.3,27.4,0,2,0,0,3,6,16,11,11,15,2,3,1,0,16,10,8,5
2008,6,1,0,4,Estádio Jornalista Mário Filho,Péricles Bassols Pegado Cortez,Fluminense,Flamengo,Renato Gaúcho,Caio Júnior,19,2,12200000,23700000,25.2,26.5,0,1,0,0,2,11,22,10,10,22,3,0,3,0,4,9,3,4
2008,6,12,4,6,Estádio Jornalista Mário Filho,Carlos Simon,Fluminense,Santos FC,Renato Gaúcho,Cuca,20,17,22050000,15050000,27.6,25.6,1,1,1,0,3,3,15,12,12,14,6,4,1,1,14,16,6,5
2008,6,29,0,8,Estádio Jornalista Mário Filho,Leonardo Gaciba da Silva,Fluminense,Botafogo,Renato Gaúcho,Geninho,20,16,9800000,15000000,23,28.1,0,0,0,0,7,0,17,12,11,17,1,7,1,0,25,4,3,3
2008,7,9,3,10,Estádio Jornalista Mário Filho,Salvio Fagundes Filho,Fluminense,Atlético-PR,Renato Gaúcho,Roberto Fernandes,20,8,25700000,12300000,27.6,24.3,3,0,1,0,6,7,18,19,19,15,3,2,2,1,13,10,8,4
2008,7,12,6,11,Estádio Jornalista Mário Filho,Leonardo Gaciba da Silva,Fluminense,EC Vitória,Renato Gaúcho,Vágner Mancini,20,2,30100000,6700000,28,26.1,2,1,0,0,6,3,22,13,11,20,2,4,3,1,11,8,6,3
2008,7,19,6,13,Estádio Jornalista Mário Filho,Ricardo Marques Ribeiro,Fluminense,Figueirense FC,Renato Gaúcho,Paulo César Gusmão,18,7,32100000,5200000,28,24,1,0,0,0,5,7,21,10,10,21,1,3,5,1,11,5,3,4
2008,8,6,3,18,Estádio Jornalista Mário Filho,Leonardo Gaciba da Silva,Fluminense,São Paulo,Renato Gaúcho,Muricy Ramalho,19,4,16950000,28700000,27.7,27.6,3,1,0,0,7,4,16,16,14,14,2,3,1,2,23,16,12,11
2008,8,17,0,20,Estádio Jornalista Mário Filho,Luiz Flávio de Oliveira,Fluminense,Atlético-MG,Cuca,Marcelo Oliveira,19,12,18400000,9150000,26.5,25.7,1,0,0,0,8,3,20,14,13,19,4,6,1,1,13,17,2,9
2008,9,6,6,24,Estádio Jornalista Mário Filho,Héber Lopes,Fluminense,Grêmio,Cuca,Celso Roth,15,1,20600000,20200000,26.8,25.3,0,0,0,0,2,4,19,11,11,17,7,3,2,3,12,19,5,7
2008,10,25,6,31,Estádio Jornalista Mário Filho,Sergio da Silva Carvalho,Fluminense,Palmeiras,Renê Simões,Vanderlei Luxemburgo,15,3,20500000,18300000,27,26.8,3,0,3,0,7,3,18,15,14,18,1,6,1,4,20,9,6,6
2008,11,2,0,33,Estádio Jornalista Mário Filho,Carlos Simon,Fluminense,Vasco da Gama,Renê Simões,Renato Gaúcho,14,19,20500000,9000000,27.1,24.1,0,1,0,0,7,4,10,19,19,9,2,5,0,1,19,8,6,4
2008,12,7,0,38,Estádio Jornalista Mário Filho,Carlos Simon,Fluminense,Ipatinga FC,Renê Simões,Enderson Moreira,13,20,20200000,4150000,26,24.9,1,1,0,0,4,4,11,18,17,11,5,2,0,3,10,20,5,12
2008,6,14,6,6,Estádio Doutor Osvaldo Texeira Duarte,Elmo Alves Resende Cunha,Portuguesa,Atlético-PR,Vágner Benazzi,Roberto Fernandes,14,5,8200000,10400000,27.1,25.8,1,0,1,0,12,3,13,13,13,13,1,4,3,0,20,7,9,3
2008,6,28,6,8,Estádio Doutor Osvaldo Texeira Duarte,Carlos Simon,Portuguesa,Santos FC,Vágner Benazzi,Cuca,8,18,12400000,21100000,27.1,25.6,0,0,0,0,6,3,10,13,12,10,1,4,3,0,19,8,6,3
2008,8,10,0,19,Estádio Doutor Osvaldo Texeira Duarte,Wallace Nascimento Valente,Portuguesa,Cruzeiro,Vágner Benazzi,Adilson Batista,16,2,7300000,20900000,27.1,25.8,2,1,1,0,7,4,11,14,14,11,2,5,3,0,14,11,4,5
2008,8,21,4,21,Estádio Doutor Osvaldo Texeira Duarte,Sandro Ricci,Portuguesa,Vasco da Gama,Vágner Benazzi,Tita,16,15,6250000,11450000,27,23.9,0,1,0,0,6,2,8,19,19,7,3,3,0,4,16,11,10,5
2008,10,11,6,29,Estádio Doutor Osvaldo Texeira Duarte,Wilson Souza de Mendonça,Portuguesa,Coritiba FC,Vágner Benazzi,Dorival Júnior,18,6,6900000,17900000,27.9,24.3,0,0,0,0,7,4,16,14,14,16,3,2,3,0,14,12,5,7
2008,10,19,0,30,Estádio Doutor Osvaldo Texeira Duarte,Ricardo Marques Ribeiro,Portuguesa,Grêmio,Vágner Benazzi,Celso Roth,18,1,6300000,20800000,27.1,23.3,2,0,0,0,11,4,17,12,10,17,1,8,3,1,16,6,5,3
2008,10,29,3,32,Estádio Doutor Osvaldo Texeira Duarte,Jailson Macedo Freitas,Portuguesa,Ipatinga FC,Vágner Benazzi,Márcio Bittencourt,17,20,6250000,4900000,26.1,25.9,2,0,1,0,12,5,12,15,14,11,4,7,4,1,18,11,7,2
2008,5,10,6,1,Estádio Cícero Pompeu de Toledo,Luís Antônio Silva Santos,São Paulo,Grêmio,Muricy Ramalho,Celso Roth,14,6,28400000,10100000,27.3,24.4,0,1,0,0,5,4,12,10,9,12,2,5,3,1,19,8,9,5
2008,6,7,6,5,Estádio Cícero Pompeu de Toledo,Péricles Bassols Pegado Cortez,São Paulo,Atlético-MG,Muricy Ramalho,Alexandre Gallo,18,7,29700000,7150000,27.9,25.1,5,1,4,0,14,3,6,15,14,6,0,7,3,1,23,6,11,3
2008,6,21,6,7,Estádio Cícero Pompeu de Toledo,Gutemberg de Paula Fonseca,São Paulo,Sport Recife,Muricy Ramalho,Nelsinho Baptista,6,12,26400000,9400000,28.7,29.2,1,0,0,0,8,5,12,12,10,12,3,2,1,1,19,16,4,11
2008,7,6,0,9,Estádio Cícero Pompeu de Toledo,Leandro Pedro Vuaden,São Paulo,Ipatinga FC,Muricy Ramalho,Giba,7,19,33500000,4200000,28.4,25.4,1,1,1,0,9,6,16,13,12,15,3,7,4,0,19,11,6,3
2008,7,13,0,11,Estádio Cícero Pompeu de Toledo,Carlos Simon,São Paulo,Palmeiras,Muricy Ramalho,Vanderlei Luxemburgo,7,5,33800000,26100000,27.8,27.4,2,1,1,0,15,3,9,14,12,9,1,8,2,0,19,5,6,3
2008,7,20,0,13,Estádio Cícero Pompeu de Toledo,Leandro Pedro Vuaden,São Paulo,Botafogo,Muricy Ramalho,Ney Franco,5,12,30150000,11750000,26.3,27.5,2,1,1,0,9,7,12,7,7,12,2,6,3,0,22,10,11,7
2008,7,27,0,15,Estádio Cícero Pompeu de Toledo,Leandro Pedro Vuaden,São Paulo,Portuguesa,Muricy Ramalho,Vágner Benazzi,6,16,23150000,7600000,28,28.3,3,1,0,0,4,2,11,16,15,11,3,5,3,2,18,8,5,3
2008,8,3,0,17,Estádio Cícero Pompeu de Toledo,Sergio da Silva Carvalho,São Paulo,Vasco da Gama,Muricy Ramalho,Antônio Lopes,6,12,24850000,12450000,26.7,24,4,0,2,0,2,5,18,14,13,16,3,1,1,0,5,12,1,8
2008,8,31,0,23,Estádio Cícero Pompeu de Toledo,Carlos Simon,São Paulo,Santos FC,Muricy Ramalho,Márcio Fernandes,5,17,36700000,15900000,27.1,27.4,0,0,0,0,4,11,9,12,12,8,3,2,2,1,11,14,4,6
2008,9,14,0,25,Estádio Cícero Pompeu de Toledo,Leandro Pedro Vuaden,São Paulo,Flamengo,Muricy Ramalho,Caio Júnior,6,5,32800000,29100000,27.2,28,2,0,1,0,8,8,9,17,17,8,7,0,0,4,10,19,6,4
2008,9,28,0,27,Estádio Cícero Pompeu de Toledo,Leonardo Gaciba da Silva,São Paulo,Cruzeiro,Muricy Ramalho,Adilson Batista,4,3,30100000,34100000,27.5,24.6,2,0,0,0,4,3,10,11,10,9,4,3,0,0,11,11,5,6
2008,10,9,4,29,Estádio Cícero Pompeu de Toledo,Wagner Tardelli Azevedo,São Paulo,Náutico,Muricy Ramalho,Roberto Fernandes,3,15,39700000,4350000,27.8,26.5,1,0,0,0,7,6,15,10,10,15,1,1,1,6,14,8,8,3
2008,11,2,0,33,Estádio Cícero Pompeu de Toledo,Elmo Alves Resende Cunha,São Paulo,Internacional,Muricy Ramalho,Tite,1,8,39200000,17200000,27.7,26.2,3,0,1,0,5,2,7,11,11,6,2,4,2,2,14,6,4,3
2008,11,30,0,37,Estádio Cícero Pompeu de Toledo,Héber Lopes,São Paulo,Fluminense,Muricy Ramalho,Renê Simões,1,13,39700000,20600000,27.8,26.7,1,1,0,0,4,2,7,10,10,7,3,5,1,1,16,7,6,1
2008,5,11,0,1,Estádio Major Antônio Couto Pereira,Ricardo Marques Ribeiro,Coritiba FC,Palmeiras,Dorival Júnior,Vanderlei Luxemburgo,4,18,6250000,27950000,25.5,27,2,0,0,0,5,4,14,14,13,14,3,3,4,2,13,5,6,2
2008,6,1,0,4,Estádio Major Antônio Couto Pereira,Carlos Simon,Coritiba FC,Cruzeiro,Dorival Júnior,Adilson Batista,7,1,4250000,23650000,26.4,25.1,1,1,0,0,14,2,13,6,6,12,1,7,0,4,21,7,6,3
2008,6,14,6,6,Estádio Major Antônio Couto Pereira,Celio Amorim,Coritiba FC,EC Vitória,Dorival Júnior,Vágner Mancini,13,8,1650000,3450000,26.2,25.9,0,0,0,0,7,5,18,9,9,16,1,3,5,4,12,10,6,6
2008,6,21,6,7,Estádio Major Antônio Couto Pereira,Alício Pena Junior,Coritiba FC,Fluminense,Dorival Júnior,Renato Gaúcho,16,20,5150000,12400000,26.1,25.3,2,1,1,0,2,4,13,14,13,11,7,1,2,1,11,18,5,8
2008,7,9,3,10,Estádio Major Antônio Couto Pereira,Leonardo Gaciba da Silva,Coritiba FC,Portuguesa,Dorival Júnior,Vágner Benazzi,16,9,5300000,11400000,25,27,4,0,0,0,7,6,14,11,11,14,3,4,1,2,21,17,6,9
2008,7,17,4,12,Estádio Major Antônio Couto Pereira,José Henrique de Carvalho,Coritiba FC,Flamengo,Dorival Júnior,Caio Júnior,11,1,6400000,28600000,23.5,27,1,0,1,0,4,9,13,8,6,13,11,3,2,3,12,28,5,8
2008,7,23,3,14,Estádio Major Antônio Couto Pereira,Francisco de Assis Almeida Filho,Coritiba FC,Ipatinga FC,Dorival Júnior,Ricardo Drubscky,10,20,6200000,3550000,23.5,25.7,1,0,0,0,8,1,9,8,8,9,1,6,2,2,17,4,7,1
2008,7,31,4,16,Estádio Major Antônio Couto Pereira,Wallace Nascimento Valente,Coritiba FC,Grêmio,Dorival Júnior,Celso Roth,7,1,6550000,11500000,24.7,24.9,0,1,0,0,8,1,14,18,18,14,1,6,0,4,26,3,11,2
2008,8,10,0,19,Estádio Major Antônio Couto Pereira,William Marcelo Souza Nery,Coritiba FC,Sport Recife,Dorival Júnior,Nelsinho Baptista,5,9,9800000,8450000,25.6,28.2,3,0,2,0,5,4,15,12,12,14,4,2,4,2,12,12,4,4
2008,8,20,3,21,Estádio Major Antônio Couto Pereira,Salvio Fagundes Filho,Coritiba FC,Figueirense FC,Dorival Júnior,Paulo César Gusmão,7,9,10000000,9950000,24.6,23.6,3,0,1,0,4,5,12,12,11,12,2,4,1,1,11,12,3,3
2008,9,6,6,24,Estádio Major Antônio Couto Pereira,Leandro Pedro Vuaden,Coritiba FC,Botafogo,Dorival Júnior,Ney Franco,7,4,12950000,17000000,24.2,26.3,0,1,0,0,6,3,8,15,15,7,4,1,1,4,19,9,11,4
2008,9,28,0,27,Estádio Major Antônio Couto Pereira,José Henrique de Carvalho,Coritiba FC,Atlético-PR,Dorival Júnior,Geninho,7,16,12400000,10100000,23.7,25.1,1,1,0,0,6,4,11,12,12,8,2,2,4,0,15,3,4,1
2008,11,9,0,34,Estádio Major Antônio Couto Pereira,Carlos Simon,Coritiba FC,Náutico,Dorival Júnior,Roberto Fernandes,7,15,17700000,4200000,23.8,25.2,0,0,0,0,9,10,16,17,17,16,5,4,0,2,18,17,8,4
2008,11,22,6,36,Estádio Major Antônio Couto Pereira,Giulliano Bozzano,Coritiba FC,Santos FC,Dorival Júnior,Márcio Fernandes,8,13,17800000,15400000,23.6,27.5,5,1,1,0,9,5,11,20,18,11,1,5,2,4,24,5,11,3
2008,5,24,6,3,Estádio Manoel Barradas,Luiz Flávio de Oliveira,EC Vitória,Figueirense FC,Vágner Mancini,Guilherme Macuglia,17,4,3750000,7350000,27.6,26.4,4,0,2,0,11,6,11,14,14,10,1,4,1,2,10,8,4,2
2008,6,8,0,5,Estádio Manoel Barradas,Marcelo de Lima Henrique,EC Vitória,Santos FC,Vágner Mancini,Cuca,12,14,3500000,22950000,24.7,25.7,1,0,1,0,11,3,13,13,13,13,1,1,1,3,15,7,5,1
2008,6,22,0,7,Estádio Manoel Barradas,Ricardo Marques Ribeiro,EC Vitória,Internacional,Vágner Mancini,Tite,10,14,6600000,18450000,26.3,29.6,2,1,2,0,5,6,7,19,19,7,2,4,5,6,15,11,5,5
2008,6,28,6,8,Estádio Manoel Barradas,Sergio da Silva Carvalho,EC Vitória,Goiás EC,Vágner Mancini,Vadão,7,17,7250000,6800000,26.3,28.2,3,0,1,0,5,5,5,9,7,5,3,2,2,3,21,10,9,2
2008,7,23,3,14,Estádio Manoel Barradas,Wagner Tardelli Azevedo,EC Vitória,Náutico,Vágner Mancini,Leandro Machado,5,9,6450000,6800000,25.6,24.3,2,0,1,0,11,3,10,11,9,10,1,6,6,3,23,9,6,6
2008,8,10,0,19,Estádio Manoel Barradas,Alício Pena Junior,EC Vitória,Vasco da Gama,Vágner Mancini,Tita,6,15,10050000,11500000,25.9,25.3,5,0,2,0,5,5,17,14,14,17,0,4,2,2,18,7,7,5
2008,8,20,3,21,Estádio Manoel Barradas,Pablo dos Santos Alves,EC Vitória,Sport Recife,Vágner Mancini,Nelsinho Baptista,8,10,7400000,8000000,26.9,27.7,0,0,0,0,2,4,14,16,15,14,5,1,2,0,15,11,8,5
2008,8,30,6,23,Estádio Manoel Barradas,Péricles Bassols Pegado Cortez,EC Vitória,Ipatinga FC,Vágner Mancini,Márcio Bittencourt,8,20,8350000,4550000,25.3,25.6,0,0,0,0,3,7,17,9,9,16,4,2,1,2,12,23,6,9
2008,9,14,0,25,Estádio Manoel Barradas,Paulo César de Oliveira,EC Vitória,Coritiba FC,Vágner Mancini,Dorival Júnior,8,7,7150000,12550000,26.8,25,1,0,1,0,16,1,15,7,7,15,2,9,0,1,29,4,12,2
2008,10,2,4,28,Estádio Manoel Barradas,Wagner Tardelli Azevedo,EC Vitória,Portuguesa,Vágner Mancini,Vágner Benazzi,10,17,7350000,6250000,25.5,27.1,3,1,2,0,13,4,17,10,8,16,4,1,4,1,16,11,8,6
2008,10,29,3,32,Estádio Manoel Barradas,Salvio Fagundes Filho,EC Vitória,Flamengo,Vágner Mancini,Caio Júnior,10,3,10900000,33200000,27.5,28.2,0,0,0,0,9,4,13,8,8,13,2,2,1,1,17,7,7,4
2008,11,9,0,34,Estádio Manoel Barradas,Wagner Tardelli Azevedo,EC Vitória,Atlético-MG,Vágner Mancini,Marcelo Oliveira,10,12,9900000,5450000,25.8,26.2,0,1,0,0,5,3,11,12,10,11,3,5,6,2,20,13,8,6
2008,11,30,0,37,Estádio Manoel Barradas,Giulliano Bozzano,EC Vitória,Palmeiras,Vágner Mancini,Vanderlei Luxemburgo,10,4,11950000,16350000,27.8,25,0,0,0,0,10,4,16,8,8,15,0,2,4,3,8,7,3,4
2008,6,1,0,4,Estádio Municipal João Lamego Netto,Gutemberg de Paula Fonseca,Ipatinga FC,EC Vitória,Giba,Vágner Mancini,20,6,2500000,3700000,25.3,27.3,2,0,1,0,4,7,10,12,12,9,7,0,2,0,13,19,6,9
2008,6,7,6,5,Estádio Municipal João Lamego Netto,Guilherme Ceretta de Lima,Ipatinga FC,Náutico,Giba,Leandro Machado,16,3,2500000,5300000,25.2,26.8,0,0,0,0,5,5,19,11,11,18,3,5,2,2,22,13,9,3
