ano_campeonato,mes,dia,week_day,rodada,estadio,arbitro,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante,winner
2018,4,28,6,3,0,104,0,16,74,26,14,6,11650000,38500000,27.3,27.6,1.0,1.0,7,5,16,14,14,14,2,7,0,0,24,5,9,2,1
2018,5,15,2,5,0,65,0,3,74,33,12,7,11350000,11050000,27.0,25.6,1.0,1.0,8,1,15,17,17,15,1,8,2,1,26,5,12,2,1
2018,5,27,0,7,0,87,0,12,74,13,11,14,12300000,12200000,25.0,25.1,1.0,1.0,6,3,21,21,19,20,1,1,0,2,13,9,5,4,0
2018,6,7,4,10,0,0,0,21,74,110,13,20,13450000,7900000,26.6,28.7,0.0,0.0,5,5,14,16,16,13,1,4,1,1,14,9,4,6,0
2018,6,14,4,12,0,78,0,6,74,111,12,17,13250000,13400000,27.5,26.0,1.0,0.0,3,4,13,12,12,8,6,1,1,0,11,13,5,4,1
2018,7,27,5,15,0,105,0,28,102,56,12,15,13200000,10800000,26.8,27.7,0.0,0.0,2,5,15,24,23,15,2,3,1,0,8,14,1,6,1
2018,8,4,6,17,0,101,0,4,103,3,13,16,12750000,37750000,25.8,27.9,0.0,0.0,5,3,9,8,8,8,3,5,1,1,22,6,9,2,0
2018,4,15,0,1,23,86,6,21,89,112,3,18,26900000,7430000,25.2,28.3,1.0,0.0,5,9,11,15,15,11,1,3,1,1,10,9,4,5,1
2018,4,22,0,2,23,5,5,11,79,84,11,4,38750000,23400000,29.6,26.2,1.0,0.0,3,10,11,17,15,11,4,0,0,1,11,17,4,8,1
2018,5,27,0,7,23,101,6,1,89,68,15,13,33150000,25000000,26.9,31.0,0.0,0.0,5,2,19,18,18,18,2,2,0,0,5,11,1,6,2
2018,7,20,5,13,23,54,6,0,89,88,12,6,41750000,37600000,26.5,29.3,0.0,1.0,2,2,19,17,17,19,3,1,1,4,11,8,7,5,0
2018,4,17,2,1,8,84,9,31,104,113,8,16,26500000,4750000,25.9,25.6,1.0,0.0,7,16,9,10,10,6,8,3,1,2,10,31,3,13,1
2018,5,6,0,4,8,97,9,18,104,114,9,4,23400000,22050000,30.6,29.7,1.0,0.0,8,10,15,13,13,14,6,0,0,1,7,21,6,10,0
2018,5,20,0,6,8,84,9,4,104,96,13,11,27000000,33100000,29.5,27.1,0.0,0.0,2,5,16,15,15,15,3,2,0,2,11,20,2,11,1
2018,5,31,4,8,8,105,9,8,104,109,4,13,26400000,13200000,30.5,26.0,3.0,1.0,11,5,18,11,10,17,4,6,3,0,23,12,7,6,1
2018,6,6,3,10,8,101,9,11,104,84,4,5,28350000,25400000,27.5,26.7,0.0,0.0,7,5,18,15,15,16,4,5,3,2,19,11,6,2,0
2018,6,13,3,12,8,80,9,12,104,13,3,15,22050000,8750000,29.2,24.7,2.0,0.0,5,7,16,26,24,16,1,3,0,0,13,14,4,4,1
2018,7,22,0,14,8,5,9,23,104,50,2,8,25800000,38000000,28.4,28.4,0.0,0.0,3,6,18,14,14,17,2,4,1,1,17,14,7,4,1
2018,4,22,0,2,44,3,30,23,105,100,16,5,3730000,31500000,24.2,28.0,0.0,2.0,4,3,12,15,15,12,1,7,2,0,19,7,3,5,2
2018,4,29,0,3,44,106,30,14,105,69,20,17,5330000,12350000,24.1,26.8,0.0,1.0,3,8,16,18,17,14,3,4,1,5,12,14,7,8,2
2018,5,20,0,6,44,78,30,16,105,26,20,4,5530000,43250000,25.2,29.1,0.0,0.0,3,7,16,16,14,15,2,2,2,1,10,16,4,7,0
2018,5,27,0,7,44,104,30,6,105,111,20,17,7700000,17450000,25.2,27.7,0.0,0.0,8,2,15,16,15,15,4,0,1,4,9,11,1,3,0
2018,6,5,2,9,44,70,30,3,105,33,20,4,5300000,13050000,27.1,26.0,0.0,0.0,4,6,18,15,14,16,1,3,0,1,13,10,3,6,1
2018,6,8,5,10,44,5,30,24,105,115,19,18,5500000,14700000,25.8,27.1,0.0,0.0,4,7,14,11,11,13,0,4,1,2,13,8,5,4,1
2018,6,14,4,12,44,54,30,1,105,68,19,8,5600000,18900000,26.2,28.3,0.0,0.0,4,4,19,17,16,18,3,4,1,1,20,10,7,5,0
2018,7,22,0,14,44,62,30,22,105,31,19,16,7500000,8700000,25.9,29.9,1.0,0.0,5,9,12,15,14,12,5,5,1,1,15,17,4,4,1
2018,8,5,0,17,44,67,30,21,105,110,19,20,4950000,6200000,27.5,28.3,0.0,1.0,6,4,12,17,17,10,3,2,1,1,9,11,5,4,2
2018,4,23,1,2,40,65,19,6,11,111,7,1,59000000,17100000,28.5,28.9,0.0,0.0,3,10,24,19,18,24,4,5,0,1,8,15,1,5,0
2018,5,7,1,4,40,3,19,4,11,96,13,10,60000000,26900000,28.7,25.2,2.0,1.0,9,4,15,14,13,15,1,3,3,2,11,12,6,7,1
2018,5,12,6,5,40,23,19,11,11,84,5,13,58250000,23750000,27.5,26.7,0.0,0.0,4,4,11,13,13,11,5,3,2,1,16,15,8,6,0
2018,5,31,4,8,40,29,19,3,11,33,5,2,45150000,12450000,27.8,25.0,0.0,0.0,5,4,15,17,16,14,0,4,0,2,15,7,5,4,0
2018,6,7,4,10,40,97,19,0,11,88,3,7,72100000,29050000,26.3,28.8,0.0,0.0,4,5,18,22,21,17,2,4,2,2,13,10,4,5,2
2018,6,10,0,11,40,86,19,22,11,29,7,11,72650000,7050000,28.0,26.8,1.0,0.0,8,6,14,16,16,12,1,3,1,1,16,14,5,7,1
2018,7,19,4,13,40,87,19,18,11,114,5,2,51500000,19450000,29.9,29.0,0.0,0.0,5,1,16,14,12,16,2,9,1,2,19,11,5,5,1
2018,7,27,5,15,40,67,19,10,11,93,7,2,49250000,27900000,28.6,29.3,1.0,1.0,11,4,15,16,16,14,4,5,1,2,19,10,9,4,1
2018,8,5,0,17,40,97,19,5,11,116,5,1,10150000,45250000,27.5,26.9,1.0,0.0,4,4,16,18,18,15,0,6,0,1,23,6,10,2,1
2018,4,16,1,1,12,54,14,28,106,56,1,20,13000000,15500000,25.6,28.6,0.0,0.0,6,4,12,11,11,11,2,0,3,2,12,6,8,3,1
2018,5,6,0,4,12,61,14,0,106,88,5,8,16500000,29750000,27.7,30.4,0.0,1.0,7,8,17,22,21,15,3,1,2,1,16,17,5,2,2
2018,5,13,0,5,12,29,14,18,106,114,11,6,12600000,22350000,26.3,28.1,1.0,0.0,11,4,12,22,21,12,3,7,0,2,19,11,7,4,2
2018,6,1,5,8,12,105,14,4,106,96,17,16,17450000,38750000,27.7,27.3,1.0,0.0,4,1,26,15,14,25,0,5,1,2,15,6,4,4,1
2018,6,9,6,11,12,62,14,10,106,93,17,6,13000000,28350000,27.3,29.5,0.0,0.0,7,5,19,15,14,19,3,4,0,1,17,6,4,2,2
2018,7,20,5,13,12,17,14,11,107,84,19,4,12200000,25150000,27.9,26.8,1.0,1.0,1,7,17,7,7,15,7,4,1,0,11,14,5,4,0
2018,7,29,0,16,12,62,14,12,107,13,18,14,10550000,9300000,26.1,27.0,3.0,0.0,13,2,18,14,13,18,1,2,1,2,22,5,9,0,1
2018,4,14,6,1,1,90,1,16,70,26,15,7,28000000,40000000,31.4,29.2,0.0,0.0,6,11,21,7,7,18,7,2,1,1,11,16,5,7,2
2018,5,6,0,4,1,70,1,8,70,109,18,6,28750000,11650000,29.8,27.3,0.0,0.0,2,6,22,18,18,20,0,3,4,2,9,5,5,3,1
2018,5,13,0,5,1,89,1,14,70,69,14,8,27000000,12850000,29.6,28.5,1.0,0.0,5,8,8,6,5,8,2,1,2,2,8,11,3,7,1
2018,5,31,4,8,1,84,1,0,70,88,10,7,25000000,35700000,30.2,29.6,0.0,0.0,9,1,17,13,12,17,1,6,4,0,26,4,13,2,1
2018,6,7,4,10,1,29,1,9,70,117,2,12,22800000,9900000,30.8,26.7,0.0,1.0,2,8,13,15,14,11,4,2,3,2,8,12,4,1,0
2018,7,20,5,13,1,65,1,22,70,31,8,14,30800000,8700000,31.7,29.8,1.0,1.0,7,4,18,16,14,18,1,5,0,0,19,8,6,3,1
2018,7,23,1,14,1,53,1,6,70,118,6,18,29500000,11850000,29.7,28.4,0.0,1.0,6,9,13,16,15,12,5,2,1,0,12,15,7,4,1
2018,7,29,0,16,1,57,1,10,70,93,6,2,28300000,18250000,31.8,28.5,0.0,1.0,4,4,15,18,18,15,0,2,1,2,9,11,5,5,2
2018,10,25,4,28,1,87,1,21,70,110,7,15,22300000,7330000,32.8,28.5,0.0,0.0,5,7,7,4,4,5,2,4,0,2,12,17,5,8,2
2018,5,14,1,5,6,48,6,31,89,113,15,20,34600000,4250000,25.3,25.7,0.0,0.0,4,7,9,8,8,9,6,1,2,1,12,15,8,6,1
2018,6,3,0,9,6,86,6,12,89,13,18,16,38750000,12350000,27.3,27.3,4.0,0.0,3,4,22,10,9,19,2,3,0,1,13,6,6,3,1
2018,6,11,1,11,6,57,6,11,89,84,14,8,38750000,28400000,27.3,27.1,0.0,1.0,6,1,27,14,14,26,1,3,0,2,12,4,7,2,2
2018,7,26,4,15,6,15,6,5,108,116,13,1,42750000,44000000,25.9,27.9,1.0,1.0,3,7,9,20,19,9,1,2,2,2,12,11,7,7,0
2018,7,30,1,16,6,97,6,22,108,1,16,15,39750000,8850000,26.6,30.4,0.0,1.0,8,1,8,14,14,7,2,4,1,0,15,7,8,4,2
2018,4,22,0,2,21,101,23,10,109,93,18,8,6930000,26000000,28.1,27.5,0.0,0.0,1,7,14,19,19,14,3,2,0,2,10,15,5,6,0
2018,4,29,0,3,21,62,23,5,109,116,16,3,7950000,55000000,28.1,28.4,0.0,1.0,3,7,14,18,18,14,3,1,0,1,4,11,2,4,2
2018,5,15,2,5,21,94,23,22,109,29,18,9,8280000,8550000,29.2,28.9,1.0,2.0,3,4,12,15,15,11,5,5,2,0,13,9,5,3,0
2018,6,10,0,11,21,53,23,0,86,88,20,3,7350000,31500000,30.0,29.4,1.0,2.0,5,1,18,17,17,16,3,0,0,0,10,6,6,1,0
2018,4,15,0,1,20,105,22,14,20,15,2,19,7300000,9100000,27.6,26.6,3.0,0.0,4,4,22,14,13,21,2,4,1,0,11,13,6,6,1
2018,5,1,2,3,20,77,22,12,20,13,8,15,7750000,9580000,28.8,25.9,2.0,0.0,4,5,17,12,11,16,2,5,3,1,14,11,4,4,1
2018,5,20,0,6,20,90,22,8,20,109,10,7,7900000,10400000,27.8,26.1,0.0,0.0,7,5,20,14,13,18,3,1,4,1,10,12,4,8,1
2018,5,28,1,7,20,89,22,10,20,93,6,7,8600000,29350000,28.9,29.1,1.0,2.0,5,7,15,14,13,15,1,4,1,1,17,12,5,5,2
2018,6,8,5,10,20,84,22,18,20,114,11,10,8200000,30200000,27.0,29.0,0.0,2.0,0,12,10,14,14,10,4,0,1,5,6,15,3,5,2
2018,6,13,3,12,20,101,22,28,20,56,13,14,7250000,12600000,27.5,29.2,0.0,0.0,5,2,16,18,16,16,2,3,1,3,10,13,4,6,0
2018,7,27,5,15,20,87,22,11,1,84,17,3,9450000,24800000,30.8,26.5,2.0,0.0,1,4,20,15,15,17,3,1,1,1,8,14,6,7,1
2018,8,5,0,17,20,11,22,0,1,42,10,6,9150000,31300000,30.4,27.3,0.0,0.0,4,9,12,10,10,12,5,2,0,2,12,17,6,8,0
2018,4,24,2,2,13,97,15,8,25,109,19,12,12450000,12600000,26.8,26.4,0.0,0.0,4,5,20,17,19,21,4,3,0,4,10,15,6,5,0
2018,5,7,1,4,13,67,15,24,64,49,15,14,12400000,12400000,26.7,26.8,1.0,0.0,1,8,13,13,13,13,2,0,2,4,3,19,1,12,1
2018,5,31,4,8,13,57,15,18,64,114,9,3,13050000,29250000,29.3,27.3,1.0,0.0,2,5,22,26,23,21,3,5,2,2,11,11,3,6,1
2018,6,7,4,10,13,80,15,6,64,111,6,16,12250000,14150000,29.8,27.2,0.0,0.0,3,11,18,20,20,18,5,1,1,1,14,14,8,4,1
2018,6,14,4,12,13,17,15,16,64,26,7,4,13250000,49350000,28.6,28.3,0.0,0.0,5,6,21,14,13,19,2,3,4,0,17,9,6,4,0
2018,7,22,0,14,13,84,15,3,64,24,9,13,11600000,14550000,30.6,25.7,1.0,1.0,5,4,21,23,22,20,1,0,1,0,11,8,5,2,2
2018,8,6,1,17,13,17,15,28,64,56,14,17,13100000,9950000,28.4,29.1,0.0,1.0,5,4,13,16,16,13,3,6,1,0,17,10,7,4,0
2018,4,15,0,1,14,94,16,24,110,49,4,17,22750000,12200000,27.5,26.5,1.0,0.0,8,4,15,17,15,15,2,3,2,0,9,13,4,6,1
2018,4,30,1,3,14,57,16,1,110,68,10,19,25650000,19900000,27.8,27.1,0.0,0.0,3,9,10,12,11,10,2,5,2,0,19,16,9,9,0
2018,5,22,2,6,14,87,16,28,110,56,16,14,27750000,15550000,26.8,28.6,1.0,0.0,3,5,15,8,7,15,5,3,3,3,9,15,2,8,1
2018,5,27,0,7,14,3,16,23,110,50,10,3,26300000,26100000,26.4,27.4,0.0,1.0,10,1,16,15,15,16,1,5,4,2,22,4,11,3,1
2018,6,2,6,9,14,66,16,14,110,69,5,6,29000000,12150000,26.9,31.0,0.0,0.0,8,7,11,20,20,11,8,4,4,1,15,18,3,6,0
2018,7,24,2,14,14,89,16,21,110,110,5,20,25150000,8250000,26.4,29.1,0.0,0.0,5,8,10,6,5,9,2,0,1,1,6,21,5,10,1
2018,7,29,0,16,14,80,16,8,110,119,5,11,25800000,12800000,26.1,25.0,2.0,0.0,7,7,14,11,11,14,4,4,3,0,15,10,5,3,1
2018,4,21,6,2,29,61,20,4,52,96,17,3,12100000,26900000,26.9,25.2,0.0,0.0,3,7,22,10,8,21,6,5,2,0,16,12,8,3,1
2018,4,29,0,3,29,17,20,6,52,111,13,2,12550000,13450000,26.9,27.5,0.0,0.0,12,6,16,10,9,15,2,1,1,0,17,17,9,9,0
2018,5,13,0,5,29,54,20,10,52,93,16,10,11900000,20950000,25.8,28.5,2.0,1.0,3,4,16,11,10,15,1,3,4,0,13,5,4,2,0
2018,5,27,0,7,29,90,20,9,52,94,18,9,13250000,12750000,26.9,27.9,0.0,0.0,4,2,10,19,19,9,5,3,4,2,10,18,5,8,1
2018,6,3,0,9,29,3,20,16,52,26,17,9,14750000,29600000,26.7,26.2,0.0,1.0,2,6,9,22,21,9,1,3,0,0,11,12,5,6,2
2018,6,10,0,11,29,70,20,8,111,109,19,13,14900000,14500000,27.7,26.2,1.0,1.0,9,5,12,19,19,12,2,5,1,2,15,12,6,6,0
2018,6,14,4,12,29,0,20,23,111,50,18,9,14900000,31900000,27.7,26.3,0.0,0.0,4,7,16,14,12,16,3,4,3,2,11,11,4,5,1
2018,7,22,0,14,29,57,20,12,20,13,17,14,12950000,12650000,28.4,25.8,2.0,0.0,7,2,18,21,20,16,0,3,1,2,12,8,5,5,1
2018,7,31,2,16,29,23,20,18,20,114,12,3,11350000,18300000,27.7,28.3,0.0,1.0,2,7,24,18,18,22,6,5,1,2,10,12,1,4,0
2018,6,8,5,10,37,54,7,5,26,116,9,1,13650000,74500000,25.5,25.7,0.0,1.0,8,7,14,16,16,12,3,3,2,0,15,11,8,3,2
2018,7,28,6,16,21,70,23,3,86,24,20,9,6650000,14450000,28.6,26.2,1.0,0.0,11,3,11,19,19,11,2,5,4,2,20,17,7,8,1
2018,4,22,0,2,20,67,13,12,112,13,13,10,22350000,9580000,28.1,25.9,1.0,0.0,6,5,24,25,24,23,4,4,2,2,11,11,2,4,1
2018,4,29,0,3,20,54,13,23,112,100,11,1,22350000,36000000,28.1,26.3,0.0,0.0,7,3,15,16,14,15,3,4,3,1,17,8,8,4,1
2018,5,19,6,6,20,65,13,1,112,68,3,8,25600000,17650000,28.2,28.4,0.0,0.0,2,4,19,16,16,15,3,1,1,1,12,9,6,3,1
2018,5,27,0,7,20,62,13,5,112,116,1,2,28650000,74550000,25.5,25.7,0.0,0.0,2,9,14,16,16,13,2,3,0,1,11,15,4,9,2
2018,6,2,6,9,20,89,13,28,112,56,8,15,28250000,13850000,27.5,29.1,2.0,2.0,5,8,14,15,14,12,2,1,0,2,15,9,7,5,0
2018,6,10,0,11,20,87,13,3,112,33,4,10,29950000,12450000,29.3,23.9,2.0,2.0,3,4,26,18,18,26,1,1,0,0,8,12,5,7,1
2018,6,14,4,12,20,77,13,21,112,110,2,20,30450000,7350000,27.7,30.5,0.0,0.0,5,5,15,21,21,15,4,1,4,0,7,11,3,3,1
2018,7,26,4,15,20,0,13,31,112,113,5,18,15650000,6700000,29.7,26.0,1.0,0.0,5,4,23,18,17,23,0,1,2,1,11,10,8,7,1
2018,8,7,2,17,20,15,13,11,112,84,4,3,11850000,25200000,28.4,27.2,0.0,0.0,2,1,20,20,19,19,0,3,0,1,12,5,5,3,2
2018,4,22,0,2,2,70,2,22,113,29,9,2,45700000,7300000,26.3,27.6,2.0,0.0,7,2,9,15,14,8,0,3,1,0,17,12,10,9,1
2018,5,6,0,4,2,29,2,11,113,84,1,11,51950000,23750000,26.2,27.4,0.0,0.0,6,6,8,13,11,6,1,3,3,1,10,8,4,4,1
2018,5,20,0,6,2,17,2,9,113,94,1,5,54700000,11000000,26.9,29.1,1.0,1.0,3,5,10,12,12,9,2,1,0,1,9,9,2,7,0
2018,5,31,4,8,2,53,2,24,113,49,1,15,76000000,14000000,26.8,27.5,2.0,0.0,6,7,16,18,17,14,3,2,4,3,13,12,7,6,1
2018,6,3,0,9,2,62,2,23,113,50,1,3,76000000,36900000,26.8,26.1,0.0,0.0,5,1,18,18,16,15,1,3,5,2,14,10,5,5,1
2018,6,11,1,11,2,66,2,31,113,113,1,18,61950000,6300000,25.6,25.8,1.0,0.0,4,1,13,16,14,13,3,5,3,1,16,5,8,2,1
2018,7,19,4,13,2,101,2,10,113,93,1,3,41500000,31000000,28.1,30.2,0.0,0.0,5,3,17,12,12,17,5,6,1,2,25,15,8,8,2
2018,7,22,0,14,2,29,2,8,113,119,1,10,39800000,14050000,28.0,28.3,2.0,0.0,2,7,24,15,15,23,2,1,1,2,8,11,7,6,1
2018,7,29,0,16,2,66,2,14,113,69,1,13,43300000,12350000,27.6,30.5,1.0,1.0,12,0,12,8,6,12,1,10,1,0,31,8,13,6,1
2018,8,11,6,18,52,29,23,6,86,118,19,18,7250000,10700000,28.9,25.5,0.0,0.0,11,1,17,16,15,16,0,6,0,3,13,4,4,4,0
2018,8,19,0,19,10,78,11,0,43,42,16,6,13950000,40650000,24.0,27.4,0.0,2.0,5,3,9,10,10,8,6,4,3,3,17,14,7,3,2
2018,9,10,1,24,10,101,11,9,43,109,14,16,7450000,9700000,22.9,29.0,0.0,0.0,8,3,19,21,21,18,1,5,0,0,26,7,14,1,1
2018,10,27,6,31,10,0,11,10,43,93,17,4,6050000,24900000,24.3,27.6,0.0,1.0,7,2,19,16,16,15,2,5,1,0,18,10,11,5,2
2018,11,25,0,37,10,65,11,16,114,26,19,4,8380000,29650000,24.9,29.5,0.0,0.0,1,5,16,14,12,14,1,2,3,3,7,8,2,5,0
2018,8,26,0,21,43,11,25,31,58,69,8,20,28800000,6050000,28.4,25.8,1.0,0.0,6,4,10,17,16,10,1,8,2,2,16,8,5,4,1
2018,10,6,6,28,43,101,25,5,89,14,9,5,23900000,45550000,27.3,27.2,0.0,0.0,1,7,27,24,23,27,0,0,0,2,4,19,1,13,2
2018,10,28,0,31,43,62,25,24,89,29,12,11,26900000,14150000,27.8,27.6,0.0,0.0,4,7,18,12,10,18,5,4,4,2,12,17,8,7,1
2018,8,14,2,18,2,105,7,11,21,84,9,3,15750000,25200000,27.0,27.2,0.0,3.0,5,1,14,12,11,13,2,6,0,5,21,10,10,7,2
2018,8,23,4,20,2,17,7,23,21,50,10,7,13950000,30300000,25.8,27.7,1.0,0.0,2,4,17,12,11,15,0,2,2,2,8,7,4,4,1
2018,9,7,5,23,2,53,7,12,21,45,11,13,12050000,9200000,26.6,22.8,0.0,0.0,6,6,29,11,10,29,1,0,1,1,8,13,3,7,0
2018,10,9,2,28,2,66,7,31,21,69,10,20,13350000,4400000,26.3,26.8,2.0,0.0,4,12,12,14,12,10,3,2,3,1,7,15,3,7,1
2018,12,2,0,38,2,97,7,22,115,37,14,17,12650000,9250000,27.5,29.7,1.0,0.0,4,5,12,8,8,10,6,4,0,1,14,17,7,4,1
2018,9,14,5,20,42,87,28,6,52,118,16,13,8250000,10600000,28.1,24.4,0.0,0.0,3,3,17,15,13,16,2,3,1,3,19,13,4,5,1
2018,9,25,2,26,42,62,28,3,52,24,16,10,9600000,13850000,28.4,26.1,0.0,2.0,6,5,9,7,5,9,4,9,2,3,20,10,6,4,2
2018,10,14,0,29,42,0,28,12,52,45,17,18,7750000,11100000,25.9,24.4,0.0,1.0,7,4,23,18,14,22,0,4,1,6,14,8,3,6,2
2018,9,2,0,22,2,84,17,4,74,3,12,11,11400000,35300000,27.8,26.3,0.0,1.0,2,6,5,13,11,5,3,0,3,2,1,8,1,3,2
2018,8,23,4,20,5,62,5,8,42,94,6,12,34450000,11800000,29.4,23.8,0.0,0.0,0,12,22,18,17,21,5,0,0,0,5,14,3,4,1
2018,9,9,0,24,5,53,5,23,42,96,3,8,38150000,21400000,28.0,27.7,0.0,0.0,3,12,17,26,26,14,5,3,2,0,9,23,3,13,1
2018,11,3,6,32,5,84,5,4,42,3,1,7,45450000,37750000,28.7,26.7,2.0,0.0,4,11,14,18,17,13,2,3,2,2,10,18,6,5,1
2018,11,22,4,36,5,101,5,22,42,37,1,17,40500000,8600000,27.7,28.4,0.0,0.0,3,2,11,10,9,10,1,2,0,0,13,3,8,1,1
2018,12,2,0,38,5,13,5,12,42,120,1,19,43450000,3280000,28.8,23.8,1.0,0.0,2,12,20,9,10,21,3,1,1,1,8,21,4,10,1
2018,8,26,0,21,0,105,0,14,90,77,15,17,13150000,12650000,24.7,30.7,0.0,0.0,5,4,16,20,19,16,4,3,1,3,13,15,6,8,1
2018,9,6,4,23,0,65,0,1,90,68,16,7,12100000,18250000,25.3,30.3,1.0,1.0,7,5,14,9,9,12,2,5,2,1,16,11,8,5,0
2018,10,10,3,28,0,17,0,9,90,109,12,16,12600000,10050000,25.0,28.0,1.0,1.0,5,7,20,19,18,19,2,0,0,2,6,10,5,6,0
2018,10,20,6,30,0,62,0,24,90,29,12,13,12300000,12200000,26.0,27.3,0.0,0.0,7,3,19,10,8,17,4,2,3,2,17,12,9,5,2
2018,9,2,0,22,8,54,9,3,104,24,1,10,23450000,11550000,29.0,25.6,0.0,0.0,1,6,20,11,10,19,4,3,2,4,13,14,8,6,0
2018,9,22,6,26,8,23,9,22,104,1,1,12,29400000,7950000,29.2,30.6,1.0,0.0,3,3,11,12,12,10,4,1,2,2,13,13,7,6,0
2018,11,15,4,34,8,3,9,16,116,26,5,4,26500000,25950000,28.3,28.6,0.0,0.0,8,2,18,14,13,18,5,9,2,1,15,13,4,5,0
2018,9,10,1,24,44,54,30,4,64,3,20,10,5150000,28900000,25.6,26.9,0.0,0.0,4,2,15,11,10,15,1,0,1,1,5,8,4,6,2
2018,8,13,1,18,40,89,19,12,11,120,4,15,10000000,12650000,27.8,24.8,2.0,0.0,9,2,22,13,13,22,4,3,2,1,13,6,5,2,1
2018,8,23,4,20,40,5,19,1,11,68,4,8,50400000,25450000,29.1,29.9,0.0,1.0,6,5,14,11,10,14,4,5,1,3,16,11,6,5,0
2018,9,1,6,22,40,15,19,8,11,94,5,14,47200000,10900000,30.3,24.5,2.0,0.0,1,3,10,14,14,10,1,2,0,8,8,9,2,4,1
2018,9,15,6,25,40,80,19,31,11,69,6,20,7950000,4350000,27.5,26.7,0.0,0.0,3,2,15,20,20,13,1,4,2,1,12,5,8,3,1
2018,9,23,0,26,40,54,19,21,11,110,5,17,49900000,6180000,29.6,27.9,2.0,2.0,7,4,14,9,9,14,3,1,4,3,8,11,5,6,1
2018,10,7,0,28,40,90,19,24,11,29,4,14,46650000,13650000,27.9,27.5,0.0,1.0,8,5,15,10,9,15,4,6,2,2,18,15,8,6,0
2018,10,27,6,31,40,54,19,14,11,83,5,19,8900000,10050000,26.4,27.1,1.0,2.0,11,5,15,19,19,15,3,4,2,1,13,8,5,3,2
2018,11,18,0,35,40,70,19,28,11,69,4,17,25650000,11500000,29.8,29.0,1.0,0.0,4,9,13,15,15,12,3,3,0,2,10,15,5,8,1
2018,12,2,0,38,40,17,19,23,11,96,4,12,26200000,29200000,30.1,25.8,1.0,0.0,4,4,16,11,10,16,3,4,1,2,14,13,8,2,1
2018,9,2,0,22,12,0,14,24,107,29,15,13,11200000,13850000,24.8,28.2,0.0,0.0,6,4,16,14,14,16,4,6,1,4,15,14,3,4,1
2018,9,16,0,25,12,11,14,3,107,24,14,9,11600000,11650000,27.6,26.9,2.0,0.0,2,11,10,20,20,8,5,0,1,2,11,18,8,8,1
2018,9,23,0,26,12,65,14,31,107,69,11,20,13900000,5600000,25.8,26.2,2.0,0.0,7,3,22,25,25,17,1,4,2,2,15,6,6,3,1
2018,10,28,0,31,12,66,14,8,107,94,8,13,10250000,13400000,27.1,25.7,0.0,1.0,8,9,20,18,17,19,6,0,5,4,9,17,3,8,1
2018,11,22,4,36,12,5,14,23,107,96,7,12,12900000,25200000,27.3,28.6,0.0,0.0,11,6,18,18,17,16,1,3,0,0,11,5,3,1,1
2018,9,7,5,23,23,105,6,16,10,26,9,4,35800000,24450000,25.5,27.3,0.0,0.0,3,4,19,17,16,19,6,2,2,2,8,15,4,6,0
2018,10,14,0,29,23,17,5,16,42,26,1,5,35000000,35150000,28.9,28.6,1.0,0.0,6,6,20,18,15,20,3,4,3,1,13,16,5,4,1
2018,8,26,0,21,1,97,1,3,70,24,7,9,28250000,14250000,27.9,24.6,1.0,1.0,5,5,12,13,13,10,3,1,0,2,7,11,2,4,1
2018,9,3,1,22,1,23,1,11,70,84,7,2,28800000,24550000,30.2,26.3,0.0,0.0,0,10,18,13,13,16,2,2,1,4,8,18,5,11,0
2018,11,25,0,37,1,53,1,5,70,14,8,2,31500000,34050000,31.3,28.4,0.0,1.0,7,4,8,9,9,8,0,4,1,1,18,9,8,8,2
2018,9,28,5,3,23,48,6,9,10,109,9,4,36300000,11250000,26.5,26.9,1.0,0.0,4,0,14,15,12,12,1,3,2,1,11,13,3,7,0
2018,11,24,6,37,6,0,6,18,10,76,10,6,27750000,20650000,27.0,30.3,3.0,1.0,5,3,18,11,10,16,4,5,3,1,14,13,3,7,1
2018,10,16,2,29,21,65,23,8,86,94,13,12,6480000,12600000,28.4,27.6,0.0,0.0,8,3,13,18,18,12,3,5,5,0,14,12,5,6,0
2018,8,20,1,19,20,98,22,3,1,24,12,10,9350000,14550000,30.9,25.3,0.0,0.0,9,4,20,11,10,20,3,3,0,0,20,9,7,5,0
2018,8,26,0,21,20,53,22,5,1,116,10,3,9350000,51500000,32.0,27.7,1.0,1.0,8,1,14,11,11,13,3,8,4,1,23,4,8,0,0
2018,9,23,0,26,13,101,15,0,73,42,19,3,10650000,28650000,29.2,28.8,0.0,0.0,13,4,10,11,11,7,0,9,2,1,26,3,11,3,2
2018,10,6,6,28,13,11,15,11,91,84,19,2,10250000,19350000,28.8,26.1,0.0,0.0,2,7,21,13,12,19,5,1,1,1,9,13,4,5,1
2018,10,21,0,30,13,23,15,9,91,109,19,15,10050000,11350000,27.1,28.8,1.0,1.0,10,2,25,19,19,23,2,4,2,4,11,4,5,1,1
